,title,company_name,company_code,category,report_date,suggestion,writer,report_corp,target_est,current_est,current_est_date,summary,keywords,pdf_link,pdf_id
389,비수기 구간을 넘으면 기대할 게 많다,CJ프레시웨이,051500,음·식료품 도매,2022-04-01,STRONGBUY,이경신,유안타증권,50000,35800,2022-03-31,식자재유통은 코로나 19 로 인한 외식경기 침체와 소비위축 흐름이 일단락되는 상황으로 2Q22 부터 마진개선을 기대할 필요가 있다.,코로나 안정화 필요 흐름 가능성 수기 외식 경기 급식 회복 리스크 체질개선 성장 부분 구조 마무리 계절 레벨 포트폴리오 주목 자재 유통 침체 소비 위축 일단락 프랜차이즈 대리점 외형 발생 이전 보이 정부 위드 시행 도매 원료 제일제당 제품 견조하 의미 마진 체급 재료 확진 자수 식수 체인 여타 업체,https://markets.hankyung.com/pdf/2022/04/8144507f3d1089031101605df21d42d0,8144507f3d1089031101605df21d42d0
390,곡물가 상승 부담을 만회하는 가공식품과 바이오,CJ제일제당,097950,기타 식품 제조,2022-04-01,NR,한유정,대신증권,0,369500,2022-03-31,"팬데믹 속에서도 운송 제외 2021년 영업이익은 1조 1,787억원으로 2019년 대비 96% 증가하며 기저부담이 가중되고 최근 국제 곡물 가격 급등에 따른 원가 상승 부담 우려가 대두된 바 있음.",제외 운송 곡물 식품 종전 국제 급등 시차 제일제당 정치 팬데믹 슈완스 가중 우려 대두 매입 소재 사료 정도 발생 거래 대부분 연중 전가 가정 대치 기대 원부 재료 바이오 증권 지표,https://markets.hankyung.com/pdf/2022/04/71ef2207872813c66e201d710063b18d,71ef2207872813c66e201d710063b18d
391,"2022 년 1 분기 , 아직 긴 바닥 터널 지나는 중",롯데케미칼,011170,화학물질 제조,2022-04-01,HOLD,황규원,유안타증권,230000,209500,2022-03-31,"롯데케미칼 2022년 1분기, 석화사이클 회복에 예상보다 더 많은 시간이 필요해 보인다.",아시아 잉여 석화 설비 과잉 바닥 업황 사이클 글로벌 수요 지역 석유화학 공급 연속 스프레드 생산 동시 축소 여건 파로 회복 하락 시간 과거 국제 유가 시기 제품 경험 에틸렌 가동 연산 규모 해당 롯데 케미칼 터널,https://markets.hankyung.com/pdf/2022/04/85b021073363b06120f86a401c0cd7ac,85b021073363b06120f86a401c0cd7ac
392,"1 분기 실적 부진 , 불확실성 축 소 기대",한샘,009240,생활용품 도매,2022-04-01,BUY,김기룡,유안타증권,112000,85200,2022-03-31,"한샘 연결 기준 실적은 계절적 비수기와 주택매매거래 감소 원재료 가격 상승 매출 부진에 따른 고정비 부담 확대, 리하우스 채널 효율화, 판가 인상을 통한 원가부담 완화 등의 요인으로 인해 시장 예상치를 하회할 것으로 추정한다.",하우스 주택 부진 효율 대리점 축소 상치 매매 거래 채널 인상 완화 가능성 기여 불확실 성장 계절 비수 기와 하반기 재료 정비 부정 요인 핵심 역성 우상 수주 잔고 기조 어가 본사 차원 목적 일부 자진 이탈 인테리어 모델링 영향력 계획 측면 아이템 가구 소파 침대 노력 진행 윤석열 대통령,https://markets.hankyung.com/pdf/2022/04/d3da926ebffb6185a2df18d7311a236d,d3da926ebffb6185a2df18d7311a236d
393,대외변수 개선에 대한 기대,신세계푸드,031440,음식점,2022-04-01,NR,이경신,하이투자증권,0,77400,2022-03-31,"신세계푸드의 1Q22 연결기준 매출액과 영업이익은 각각 3,345억원, 55억원으로 예상되나, 계절적 비수기 영향, 원가상승 등에 따라 단기 이익 성장에 대한 기대치는 다소 하향 조정될 가능성이 존재한다.",흐름 성장 베이커리 긍정 가능성 유통 대치 급식 신규 수주 제조 계절 단기 수요 자재 브랜드 버거 필요 가동 장기 온라인 대외 변수 구조 일부 하향 신세계 푸드 대기업 외변 수의 수기 존재 확진 자수 연관 재택수 식수 체인 원부 철수 동시 정비 형태 모델 전환 대형 유의 미하 회계,https://markets.hankyung.com/pdf/2022/04/e19b1fe27f3c0996a5f4fefe7ead286c,e19b1fe27f3c0996a5f4fefe7ead286c
394,가격경쟁력이 빛을 발하는 구간,오뚜기,007310,기타 식품 제조,2022-04-01,BUY,이경신,하이투자증권,700000,446500,2022-03-31,"오뚜기의 1Q22 연결기준 매출액과 영업이익은 각각 7,086 억원, 581억원을 예상하며 물류 및 원재료 비용 상승에도 제품 가격인상 효과 반영으로 시장기대치 (536)를 상회하는 영업실적을 시현할 전망이다.",제품 인상 흐름 대치 재료 대외 변수 측면 주목 성장 견조 긍정 경쟁 요인 전략 오뚜기 물류 관리 여타 업체 경쟁력 악화 구간 여력 필요 조미 소스류 밥류 지배 메인 소용 전가 전반 상쇄되 라면 안착 견조하 진행 이전 점유 요소 상대 물량 저항 리스크 배제 코로나 완화 베이스 이슈,https://markets.hankyung.com/pdf/2022/04/15986d48d5d58affbcb5997c28d77799,15986d48d5d58affbcb5997c28d77799
395,"시장확대, 판가조정, 모두에 대한 기대",하이트진로,000080,알코올 음료,2022-04-01,BUY,이경신,하이투자증권,44000,37450,2022-03-31,"하이트진로의 1Q22 연결기준 매출액과 영업이익은 각각 5,528억원, 531억원으로 추정되나, 가격인상분 7.9%의 외형확대 기여는 22 년 연간 800 억원을 예상한다.",인상 성장 완화 동기 소용 소주 가능성 흐름 규제 코로나 이슈 마무리 맥주 축소 가수 역기 외형 기여 지배 물량 의미 대외 물량성장 경쟁 효율 투입 점유 대치 하이트진로 악화 발생 필요 베이스 일부 재주 수출 카테고리 주정 포장재 원부 재료 저항 레귤러 직후 절벽 변수 방향성 동시 사의 브랜드,https://markets.hankyung.com/pdf/2022/04/18e5b3793794903dec1fd1bf4307c700,18e5b3793794903dec1fd1bf4307c700
396,절대적 저평가 구간 저가 매수 유효,도이치모터스,067990,자동차 판매,2022-03-31,NR,허선재,유안타증권,0,9700,2022-03-30,"글로벌 차량용 반도체 수급 이슈가 지속되고 있지만 상대적으로 국내에 배정되는 신차 물량이 증가하면서 동사의 중고차는 판매대수가 꾸준히 증가할 것으로 예상되며 2022년 도이치모터스와 포르쉐 매출액은 각각 1,542억원 과 2,851억원을 달성할 전망이다.",중고차 도이치 판매 신차 오토 월드 매수 차량 올해 포르쉐 모터 플랫폼 저가 유효 국내 대수 오프라인 온라인 운영 파이 낸셜 시너지 품질 대량 조달 확보 의미 요인 역량 수취 탁송 성장 유안 증권 리서치 센터 절대 구간 순항 맑음 글로벌 반도체 수급 이슈 상대 배정 물량 월별 아우 달성,https://markets.hankyung.com/pdf/2022/03/bcdee66213a24f06514630fa1e41663d,bcdee66213a24f06514630fa1e41663d
397,바이오 플랫폼 업체 로 거듭나는 중,바이오플러스,099430,의약물 제조,2022-03-31,BUY,안주원,유안타증권,38000,29700,2022-03-30,바이오플러스는 히알루론산 기반의 MDM Technology를 기반으로 다양한 응용제품 외형 성장이 이뤄질 것으로 예상되는 등 플랫폼 업체로서의 경쟁력 부각될 것이며 필러 외에도 유착방지제 국내 판매 증가 및 관절활액 매출 확대 등에 기인한다고 밝혔다.,바이오 플러스 필러 제품 유착 방지 유안 증권 중국 확장 플랫폼 업체 정치 관절 성장 밸류 시작 차세대 기술 하이난 리서치 센터 거듭 주력 품목 국내 판매 활액 히알루론산 응용 외형 로서 경쟁력 부각 점탄성 몰딩 안전성 강점 차별성 지니 의사 환자 니즈 개발 생산 포트폴리오 요인 척도 여지 존재,https://markets.hankyung.com/pdf/2022/03/b519f56c153bea5e62d3ae0a957862e5,b519f56c153bea5e62d3ae0a957862e5
398,KT& 일반궐련+NGP 시장지배력 확대,KT&G,033780,담배 제조,2022-03-31,BUY,"이경신, 박이경",하이투자증권,100000,80900,2022-03-30,"KT&G는 면세수요의 회복기조에도 견조한 일반담배 및 N GP 시장지배가 지속되면서 1Q22 연결기준 매출액과 영업이익은 각각 1조 2,761억원, 3,125억원으로 예상된다.",담배 흐름 스틱 일반 지배 해외 궐련 전자담배 측면 대치 면세 수요 법인 국내 성장 수출 진출 국가 기기 회복기 견조 점유 총수요 견조하 침투 육박 디바이스 물량 신규 개척 집중 지인 아태 지역 인니 중심 글로벌 수출량 판매 로열티 진행 저변 가시 일시 가율 슈가 발생 하나 현지 안정,https://markets.hankyung.com/pdf/2022/03/6ca76f335a65e7948a8723d69a964f53,6ca76f335a65e7948a8723d69a964f53
399,"단기 아쉬운 원재료부담, 대외변수 영향 완화 필요",대상,001680,기타 식품 제조,2022-03-31,BUY,"이경신, 박이경",하이투자증권,35000,23150,2022-03-30,"개별 식품부문은 B2C, 온라인 채널을 중심으로 한 성장세가 지속될 뿐 아니라, 주요제품 시장지배력 또한 견조하며 관련된 대응비용의 구조적 개선세를 이어가고 있다.",식품 성장 흐름 소재 단기 제품 구조 하락 대치 대상 외형 해외 자회사 투입 온라인 중심 수요 의미 브랜드 강화 분당 무게 진행 마진 안정 경쟁 강도 밸류 견조 베이스 고원 리스크 측면 긍정 개별 채널 보이 신선 소스류 편의 지배 견조하 대응 어가 운반 신규 론칭 성장동력 목적 지출,https://markets.hankyung.com/pdf/2022/03/994690a4817a05081fa5104f97e06eee,994690a4817a05081fa5104f97e06eee
400,"단기 원가부담, 중장기 합병 통한 시너지 기대",롯데푸드,002270,유제품 및 빙과류 제조,2022-03-31,BUY,"이경신, 박이경",하이투자증권,580000,328500,2022-03-30,"롯데푸드의 1Q22 매출액과 영업이익은 각각 3,447 억원, 93억원을 시현할 것으로 예상되며, 유지부문 판가인상에도 원재료 가격의 추가 상승에 대한 부담이 반영될 전망이다.",재료 가공 인상 식육 구조조정 흐름 진행 체질개선 기대 베이스 분유 통합 대치 롯데 푸드 외부 변수 하락 전가 대응 원유 거래 선의 물량확보 최소 지배 안정 구조 견조할 자재 디마케팅 효율 축소 빙과 계절 성장 동기 탈지분유 지출 개연 존재 물량감소 기능 라인업 상쇄하 유제품 보유 프리미엄 브랜드 제품,https://markets.hankyung.com/pdf/2022/03/0371739a3b590b008647577c94b2be0b,0371739a3b590b008647577c94b2be0b
401,"차량용 반도체 첫 성과 , 지금부터가 시작",아이에이,038880,전자부품 제조,2022-03-31,NR,안주원,유안타증권,0,1025,2022-03-30,아이에이아이엔피는 자회사 트리노테크놀로지가 3월부터 차량용 전력 반도체 공급을 시작하여 향후 실적 확대로 이어질 것으로 예상된다.,반도체 전력 트리 테크놀로지 차량 시작 공급 아이 에이 유안 증권 생산 시스템 전기차 소재 자회사 파워 계약 진행 판매 품목 만큼 개발 부각 모듈 차세대 주목 하반기 규모 업체 리서치 센터 성과 지금 소자 공조 장착 온도 조절 기능 역할 금번 지역 확장 긍정 충전 컨버터 제품 포트폴리오 다각,https://markets.hankyung.com/pdf/2022/03/f8cb8ba6ce5c191a6fdcac403c75715d,f8cb8ba6ce5c191a6fdcac403c75715d
402,시작이 좋다,솔루엠,248070,전자부품 제조,2022-03-31,BUY,고의영,하이투자증권,38000,24800,2022-03-30,2 월 베트남 코로나 19 확산으로 인해 물류 적체가 다시 심화되며 일부 물동이 이연 중인데다 신제품 효과와 판가 인상 효과가 더해질 것으로 예상되어 기존 1 분기 추정치 대비 매출과 영업이익을 각각 +7.3%씩 상향 조정했다.,다시 인상 베트남 중이 여기 이기 신규 보드 솔루엠 전자부품 성장 기여 정치 코로나 확산 법인 가동 대로 물류 적체 심화 일부 물동이 이연 작년 비교 대외 변수 회사 대응 신제품 북미 슬림 파워 모듈 양산 인식 국내 세트 업체 공개 프로젝터 위탁 생산 우려 재료 조달 훼손 영상 가도,https://markets.hankyung.com/pdf/2022/03/f42a7f3c11a2ad83c32999035f461c53,f42a7f3c11a2ad83c32999035f461c53
403,"2021 년 실적은 A+, 올해도 고성장 지속 전망",애니플러스,310200,방송 컨텐츠 제작,2022-03-31,NR,허선재,유안타증권,0,4030,2022-03-30,전 사업 부문별로 고른 성장세가 나타났으며 실적 성장의 주요 요인은 국내외 OT T시장 확대에 따른 콘텐츠 매출과 위매드의 자체 제작 드라마 흥행 미디어앤아트의 전시회 흥행을 이유로 꼽았다.,성장 드라마 흥행 국내외 콘텐츠 제작 애니메이션 올해 전시 애니플러스 매드 미디어 아트 전시회 유통 달성 수혜 자회사 위드 코로나 별로 요인 자체 기점 단순 종합 기업 변화 보유 현금 공격 추진 가파른 근거 아마존 신규 업체 국내 진출 규모 신작 출시 옷소매 동이 채널 요시 사진전 웨스 앤더슨 전시장,https://markets.hankyung.com/pdf/2022/03/e2ec64c1cd7ae9e8a1ded5d74544876e,e2ec64c1cd7ae9e8a1ded5d74544876e
404,모든 것을 기반영한 주가레벨,오리온,271560,기타 식품 제조,2022-03-31,BUY,"이경신, 박이경",하이투자증권,170000,88300,2022-03-30,"한국 매출액 성장률은 +8.0% YoY 으로, 내식수요 확대기조 및 신제품 출시, MT 채널 고성장세 기반의 외형확대가 예상되며 원부자재 가격 상승과 운임비 증가 부담에도 불구하고 마진개선 또한 가능하다.",성장 외형 흐름 신제품 지배 소비 가능성 의미 원부 자재 유틸리티 최소 인상 일부 지역 봉쇄 대외 변수 악화 리스크 이슈 단기 제품 고성 기대 필요 러시아 현지 한국 식수 기조 출시 채널 간편 대용 점유 보이 운임 중이 효율 전략 직접 마진 판매 둔화 오미크론 확산 올림픽 개최 시행,https://markets.hankyung.com/pdf/2022/03/2c1ef19b0de5f7919cd73144ed328761,2c1ef19b0de5f7919cd73144ed328761
405,수주와 실적 모두 좋을 2022 년,하나기술,299030,특수 목적용 기계 제조,2022-03-31,NR,안주원,유안타증권,0,64800,2022-03-30,"유안타증권 리서치센터 하나기술은 수주잔고 및 향상된 수익성을 기반으로 실적 개선 확인 가능할 것으로 예상되며, 2022년 1분기에는 영업이익 흑자전환 할 것이라고 전망했다.",기술 하나 수주 장비 공정 업체 해외 유안 증권 흑자 전환 공급 고객 턴키 잔고 자동화 설비 화성 국내 신규 경쟁력 성장 시작 부각 우위 대응 국내외 리서치 센터 향상 인식 시점 리드타임 정도 별로 갈수록 파우치 각형 원형 타입 패키징 여개 제작 급증 절대 효율 관리 절감 필요성 대두,https://markets.hankyung.com/pdf/2022/03/92b8c68701857e52c349abb226613617,92b8c68701857e52c349abb226613617
406,용평리조트에 주목할 3가지 이유,용평리조트,070960,숙박시설 운영,2022-03-31,NR,허선재,유안타증권,0,5300,2022-03-30,아르안타증권 리서치센터 용평리조트 투자자들은 분양매출 부재에 따른 실적공백 스키/골프에 국한된 콘텐츠 펜데믹으로 인한 운영 매출 감소가 올해부터 점진적으로 해소될 것으로 전망하고 있다.,용평리조트 분양 파이프라인 유안 증권 리서치 센터 콘텐츠 운영 올해 주목 인식 방문 문화 가지 디스 카운트 요인 해소 회복 확보 관광 다변 과거 공백 스키 골프 달성 가시 체질개선 변화 발생 구축 위주 예술 힐링 체험 완화 고객 자연 지금 장기 방법 변경 오프닝 부재 국한 펜데믹 점진 동반,https://markets.hankyung.com/pdf/2022/03/5fe4f9be0f823cc5d0a2d27a797aecce,5fe4f9be0f823cc5d0a2d27a797aecce
407,비용부담을 상쇄하는 시장지배력,CJ제일제당,097950,기타 식품 제조,2022-03-31,BUY,"이경신, 박이경",하이투자증권,570000,373500,2022-03-30,"바이오의 실적기여 확대가 예상되나, 원재료 가격 상승 부담은 남아있지만 제품믹스 개선을 통한 마진개선이 기대된다.",성장 식품 제품 재료 바이오 견조 흐름 인상 유의 미하 중심 일부 마진 사료 첨가제 긍정 대두 식품부 문의 기여 국내 가공 전략 채널 편의점 온라인 이전 상대 전이 지배 판촉 경쟁 완화 보수 접근 소재 투입 할인 축소 대응 가능성 해외 외형 물류 일본 믹스 라이신 트립토판 계약 시장점유율,https://markets.hankyung.com/pdf/2022/03/94d336e23da67ade7faef6899811a7ff,94d336e23da67ade7faef6899811a7ff
408,포착되고 있는 긍정적 시그널,동국제강,001230,1차 철강,2022-03-30,BUY,이현수,유안타증권,30000,16950,2022-03-29,철근 및 H형강 판매단가는 전분기비 상승할 것으로 예상되나 슬래브 투입원가 역시 동반상승하여 스프레드는 유지될 전망이다.,전분 기비 판매 수출 슬래브 강세 후판 스프레드 하락 미국 지역 브라질 헤알 투입 국내 약세 기조 전방 산업 수요 보이 냉연 회복 러시아 우크라이나 전쟁 긍정 달러 철근 형강 스크랩 동반 기저 수입 유통 열연 부터 훼손 다른 판재 마찬가지 품목 합산 위주 조업 부진 올해 조선 업체 조량,https://markets.hankyung.com/pdf/2022/03/957843ab6fbf5a0910a450d7b461d8c8,957843ab6fbf5a0910a450d7b461d8c8
409,우크라이나 사태로 인한 리스크 해소,인텔리안테크,189300,통신 장비 제조,2022-03-30,BUY,정의훈,유진투자증권,105000,89100,2022-03-29,"러시아연방우주국은 원웹의 지분 매각과 위성 발사 조건으로 영국 정부가 보유한 소유즈 로켓을 활용한 위성의 군사적 목적 사용 금지를 내걸었지만, 영국의 대러시아 제재에 대한 러시아의 보복으로 인해, 스페이스X와 계약을 체결해 올해 안에  '원 웹'의 발사가 가능하다고 밝혔다.",발사 위성 계약 영국 러시아 체결 스페이스 정부 소유즈 로켓 활용 뜻밖 손길 번의 장기 서비스 지연 수주 시점 우크라이나 침공 반발 제재 보복 러시아연방우주국 조건 보유 매각 군사 목적 사용 금지 거부 계획 취소 아리안스페이스 대금 지불 상태 전쟁 재개 의치 저궤도 통신 영위 올해 인텔 리안 테크 안테나,https://markets.hankyung.com/pdf/2022/03/a97e98bdc3fd327078e5d75183c6d68a,a97e98bdc3fd327078e5d75183c6d68a
410,클라우드 부문 강화로 실적 턴어라운드 시작,쌍용정보통신,010280,컴퓨터 시스템 관리,2022-03-30,NR,박종선,유진투자증권,0,969,2022-03-29,40년 업력의 IT 서비스 기업에서 클라우드 부문 사업 강화 추진으로 매출액은 102.2% 증가하였고 영업이익은 흑자전환에 성공하여 최고 매출액과 영업이익을 달성하였다.,클라우드 서비스 추진 시스템 구축 업력 기업 라운드 전환 달성 긍정 기대 강화 흑자 신설 전문 고객 맞춤 공급 국방 스포츠 운영 솔루션 개발 중장 기적 형태 안정 정부 공공 만대 완료 적임 분야 차지 수혜 설정 상실 경신,https://markets.hankyung.com/pdf/2022/03/c87d83b4c455d69c06909fdf06ac4093,c87d83b4c455d69c06909fdf06ac4093
411,젝시믹스와 함께 #오운완,브랜드엑스코퍼레이션,337930,서비스,2022-03-30,BUY,이해니,유진투자증권,13000,8580,2022-03-29,"스포츠웨어 시장에서 가장 고성장하고 있는 카테고리이자, MZ 세대의 주력 의류 소비 트렌드인 애슬레저 의류를 생산하는 젝시믹스는 마케팅 비용 정상화를 통해 수익성 개선을 시현할 예정이다.",믹스 마케팅 레깅스 의류 슬레 브랜드 성장 카테고리 산업 웨어 주력 제품 트렌드 일상생활 등산 러닝 난립 업체 치킨게임 승기 정상화 예정 지출 고객 락인 올해 매수 커버 리지 개시 골프 진출 다각 자사 온라인 발생 회원 오운완 해쉬태그 운동복 사진 인스타그램 포스트 누적 단어 설명 스포츠 이자 세대 소비,https://markets.hankyung.com/pdf/2022/03/8e4a14d9a858f3412628a2a8f8033315,8e4a14d9a858f3412628a2a8f8033315
412,예상보다 빠른 원재료 가격 상승,세아베스틸,001430,1차 철강,2022-03-30,BUY,이현수,유안타증권,30000,18700,2022-03-29,세아창원특수강은 원재료 가격 강세에 따른 원가 부담으로 판매량이 전분기비 +5% 증가할 것으로 추정하고 있으며 철스크랩 투입원가가 상승하여 스프레드는 -3만원/톤 축소될 것이라고 전망했다.,수요 전분 기비 강세 인상 특수강 판매 제품 산업 스크랩 축소 재료 자동차 스프레드 세아 창원 니켈 조선 적자 규모 전기요금 연료비 요금 수출 단행 투입 가가 가량 정비 보이 주력 급등 일부 상쇄할 회복 별로 당초 연초 러시아 우크라이나 전쟁 불확실 기계 하반기 대형 단조 업적 관측 봉강 현저,https://markets.hankyung.com/pdf/2022/03/913a17e3b18e9629b44dac55a03e5abc,913a17e3b18e9629b44dac55a03e5abc
413,과도한 저평가,삼성SDI,006400,배터리 제조,2022-03-30,BUY,김광진,유안타증권,1000000,542000,2022-03-29,"1Q22 예상 실적은 매출액 3.75조원, 영업이익 2,913억원으로 컨센서스에 부합하는 양호한 실적을 기록할 것으로 전망되며, 전지 부문 Mix 개선 효과에 주목해야할 핵심 포인트는 배터리 비중 증가, 소형 전지는 리비안향 21700셀 비중이 증가하고 있어 전사 매출 감소폭을 축소하고 있다.",전지 진입 자동 차용 전자 재료 소형 전사 고객 올해 핵심 배터리 보수 증설 기조 과도 양호 계절 수기 판매 호조 축소 우크라이나 지정학적 리스크 유럽 사향 차질 일부 발생 집중 주목 포인트 리비 안향 양산 추세 하반기 원통 메이커 상대 선호 영역 내년 업종 보유 가치 삼성 디스플레이 에스원,https://markets.hankyung.com/pdf/2022/03/3e1c453995fa2b8f37f5a9e2c6936b71,3e1c453995fa2b8f37f5a9e2c6936b71
414,매도할 이유가 없다,제이에스코퍼레이션,194370,"가죽, 가방 제조",2022-03-30,BUY,한경래,대신증권,45000,26300,2022-03-29,어제 진행된 단체 컨콜에서 2022년 보수적인 사업 계획 제시로 주가가 하락했지만 영업이익 610억원으로 호실적 달성.,환율 상반기 컨콜 흐름 업황 원부 자재 계획 제시 호실 수주 공급망 병목 현상 긍정 출하 코로나 어제 진행 단체 보수 시작 하락 실제 달성 가능성 호조 미국 오프닝 수요 심화 전환 전가 달러 소싱 리드타임 리드 타임 구입 시기 가능 핸드백 의류 제외 만큼 기대 멀티 제이 에스 코퍼레이션,https://markets.hankyung.com/pdf/2022/03/f6e9b53469b85ae136a68317b59fe153,f6e9b53469b85ae136a68317b59fe153
415,"2022년 실적 호조, 전장향 카메라 매출 확대",엠씨넥스,097520,영상 및 음향기기 제조,2022-03-30,BUY,박강호,대신증권,70000,43050,2022-03-29,엠씨넥스는 현대자그룹의 1차 협력사로 선정(2021년) 이후 2022년 하반기부터 본격적인 매출을 예상하며 전장향 매출 증가가 본격화될 전망이다.,카메라 동계 전장 모듈 도약 중견 업체 엠씨 넥스 시리즈 프리미엄 시기 시점 제시 매수 현대 그룹 협력 선정 하반기 갤럭시 보정 부품 신규 기점 모델 출시 스마트폰 코드 보급 타입 모든 기술 생산 능력 경쟁력 보유 다른 공급 경쟁 사의 고객 변화 전자 점유 순항 성장 장용 고부 중심,https://markets.hankyung.com/pdf/2022/03/ef955ea84ddc314dcb6f32eb3bfc77d2,ef955ea84ddc314dcb6f32eb3bfc77d2
416,영원한 저평가는 없다,동원산업,006040,어업,2022-03-30,BUY,한유정,대신증권,400000,231500,2022-03-29,동원산업의은 미국 파우치 시장 내 독보적인 입지를 바탕으로 SKU 및 채널 확장이 이어지며 실적 개선 추세 지속 전망.,수산 추세 조업 어획량 생산 선망 축소 산업 종전 정치 어획 환경 긍정 요인 미국 부가가치 제품 해당 파우치 독보 입지 바탕 채널 확장 능력 보이 참치 투입 변동성 할인 근거 기대 증익 어가 기상 이변 지역 태평양 호적 형성 인도양 대서양 호조 달러 강세 유통 유가 급등 인건비 물류,https://markets.hankyung.com/pdf/2022/03/0bb3a16501049c1db90fe25350a80dc8,0bb3a16501049c1db90fe25350a80dc8
417,동원F& 매서운 원가 상승 구간,동원F&B,049770,기타 식품 제조,2022-03-30,BUY,한유정,대신증권,250000,179000,2022-03-28,"동원F&B의 연결 기준 매출액은 9,084억원, 영업이익은 371억원으로 종전 대신증권 추정 영업이익 455억원과 컨센서스 영업이익이 450억원을 하회할 전망이다.",차지 동원 증권 푸드 인상 종전 삼조 호조 농축 수산물 급등 악화 저하 달러 투입 어가 포장재 재료 물류 일반 식품 유제품 참치 축산 하반기 전가 지표,https://markets.hankyung.com/pdf/2022/03/80bab2e1d121a983b3415fb982e10df5,80bab2e1d121a983b3415fb982e10df5
418,단기 외형성장과 지배력 확대에 초점,농심,004370,기타 식품 제조,2022-03-30,BUY,이경신,하이투자증권,400000,298000,2022-03-29,농심의 1Q22 연결기준 매출액과 영업이익은 전년동기 베이스효과에 라면가격이 인상분 등 견조한 흐름이 반영되면서 시장 컨센서스를 소폭 하회하는 수준을 보일 것으로 예상하며 이에 따라 실적개선도 가능할 것이라고 전망했다.,인상 신제품 제품 라면 견조 흐름 성장 원부 지배 일부 농심 외형 자재 메인 중심 필요 미국 가동 단기 기대 대치 동기 베이스 국내외 회하 물량저항 해소 실질 순환 정도 존재 스낵 새우깡 블랙 의미 밀가루 팜유 포장재 재료 레버리지 기적 초점 유의 미하 공장 시작 대응 측면 긍정 중국,https://markets.hankyung.com/pdf/2022/03/86e78a240969964952b26ee1fc38c979,86e78a240969964952b26ee1fc38c979
419,대외변수 부담을 상쇄하는 신제품 효과 기대,SPC삼립,005610,기타 식품 제조,2022-03-30,BUY,이경신,하이투자증권,110000,91200,2022-03-29,"SPC 삼립의 1Q22 연결기준 매출액과 영업이익은 각각 7,164 억원, 131억으로 예상되며, 베이커리 매출액은 메인 카테고리의 견조한 흐름 및 가격인상, 신제품효과가 더해져 +7.0% YoY 외형성장을 이어갈 것으로 판단된다.",성장 제품 외형 일부 카테고리 맥분 인상 신제품 안정 대치 베이커리 푸드 견조 흐름 전사 이슈 회복 가능성 대외 축소 구조 볼륨 유류 삼립 제빵 메인 출시일 가동 반영은 생산 기여 상쇄효 이외 지배 코로나 마진 환경 컨세션 정비 단기 투입 상쇄하 재고 기간 소맥 부터 가공 돈육 온라인 채널,https://markets.hankyung.com/pdf/2022/03/8043b9ff092825510957fa16b87ca7de,8043b9ff092825510957fa16b87ca7de
420,"음료와 주류, 두마리 토끼를 다 잡은 구간",롯데칠성,005300,음료 제조,2022-03-30,BUY,이경신,하이투자증권,220000,168000,2022-03-29,"롯데칠성의 1Q22 연결기준 매출액과 영업이익은 각각 6,132억원, 434억 원으로 전년동기 대비 높은 외형성장을 시현할 전망이며, 음료부문은 신제품 효과가 여전히 유효함에 따라 낮은 베이스가 형성된 상황뿐 아니라 제품 가격인상 등을 고려한 부담상쇄 또한 눈에 띌 것으로 예상한다.",성장 인상 흐름 가능성 음료 기대 베이스 가정 소용 규제 완화 신제품 제품 변동 동기 외형 업체 이슈 주류 견조 지배 진행 의미 무게 맥주 필요 대치 롯데 성의 강도 출시 계절 수기 호실 현이 코로나 형성 선제 제로 탄산 카테고리 동시 로서 역할 인원 시간 제한 소주 청주 물량,https://markets.hankyung.com/pdf/2022/03/50b19fe257f23b19bb4edb29165f2cb2,50b19fe257f23b19bb4edb29165f2cb2
421,"동원F& 단기 비용부담은 존재, 외부변수 안정에 대한 기대",동원F&B,049770,기타 식품 제조,2022-03-30,BUY,이경신,하이투자증권,280000,178000,2022-03-29,"일반식품은 성장 카테고리의 안정적인 판매 흐름과 가격인상분이 매출액 성장을 이끌 것으로 예상되며, 조미유통의 경우 축육, 식자재,조미로 매출 확대기조가 이어질 전망이다.",흐름 성장 외형 회복 인상 조미 식품 제품 안정 대외 변수 유통 외식 경기 카테고리 판매 유제품 진행 역성 마무리 하나 코로나 이전 침체 환경 치즈 분유 의미 오프라인 채널 안착 정도 축육 자재 소스 조가 경로 부인 만큼 규제 완화 회복기 유의 수입 가공 유통업체 푸드 합병 가속도 일부,https://markets.hankyung.com/pdf/2022/03/bb904f218c2f4fc2e489a602d4f24dbe,bb904f218c2f4fc2e489a602d4f24dbe
422,화물 연착륙 + 여객 회복 시나리오 가능성,대한항공,003490,항공 여객 운송,2022-03-29,BUY,"방민진, 이유진",유진투자증권,41000,29750,2022-03-28,"국제선 여객 매출은 2019년 1분기의 14% 내외에 그칠 것으로 추정되며, 1 분기 적용 항공유 평균 가격은 93.9 달러 수준으로 전분기비 7.9% 가량 상승함.",여객 회복 기비 가량 국제선 수요 운임 달러 전분 강도 입국 항공사 제한 상대 내외 승률 오미크론 확산 여파 재차 중반 후퇴 공유 한편 환율 외화 손실 유류 전가 관건 한국 포스트 팬데믹 전환 추진 해외 자가 격리 면제 실시 예약 가시 운항 재개 일본 중국 단거리 노선 지역 만큼,https://markets.hankyung.com/pdf/2022/03/67336ea377e7a6b7753a115495522b32,67336ea377e7a6b7753a115495522b32
